time,magnetizing current,I1 A,I2 A,Q1,Q2,Q3,Q4
1.0500000000000001e-06,-0.361169525532127,19.00708258530419,135.5777647758542,1,0,0,1
1.075e-06,-0.3365211756307755,19.07768474612756,135.89944145230834,1,0,0,1
1.1e-06,-0.3121588180750801,19.148395968102268,136.22388350324144,1,0,0,1
1.125e-06,-0.28807268684715986,19.219236353793352,136.55116328448358,1,0,0,1
1.15e-06,-0.2642535605730927,19.290225919064294,136.8813563574617,1,0,0,1
1.1750000000000002e-06,-0.24069272086261845,19.361384663615816,137.21454169134904,1,0,0,1
1.2000000000000002e-06,-0.21738191466299614,19.432732639892453,137.55080188188816,1,0,0,1
1.2250000000000001e-06,-0.19431332016376107,19.504290021064538,137.8902233885981,1,0,0,1
1.25e-06,-0.17147951585105983,19.57607716876152,138.23289679228805,1,0,0,1
1.275e-06,-0.1488734523628046,19.648114701214507,138.57891707504118,1,0,0,1
1.3e-06,-0.12648842684066122,19.720423562460795,138.9283839251102,1,0,0,1
1.325e-06,-0.10431805951315024,19.793025093270565,139.281402069486,1,0,0,1
1.3500000000000002e-06,-0.08235627227694946,19.86594110447578,139.63808163726912,1,0,0,1
1.3750000000000002e-06,-0.0605972690717059,19.939193953414186,139.99853855740125,1,0,0,1
1.4000000000000001e-06,-0.039035517868009476,20.012806624247496,140.36289499480853,1,0,0,1
1.4250000000000001e-06,-0.017665734109242204,20.0863482805367,140.7280981025216,1,0,0,1
1.45e-06,0.003517134533710997,20.15982299375005,141.09414101451438,1,0,0,1
1.475e-06,0.02457803834258947,20.233296544999583,141.46102954659895,1,0,0,1
1.5e-06,0.04582100806104356,20.30707380548871,141.82876958199367,1,0,0,1
1.5250000000000002e-06,0.06725083440770133,20.381160416182187,142.1973670724214,1,0,0,1
1.5500000000000002e-06,0.08887252156667531,20.455562241456853,142.56682803923124,1,0,0,1
1.5750000000000002e-06,0.11069130072774762,20.530285382805427,142.93715857454376,1,0,0,1
1.6000000000000001e-06,0.13271264475001412,20.605336193667252,143.30836484242067,1,0,0,1
1.6250000000000001e-06,0.1549422840649578,20.68072129550202,143.68045308005944,1,0,0,1
1.65e-06,0.17738622394932832,20.75644759523696,144.05342959901344,1,0,0,1
1.675e-06,0.2000507633147165,20.83252230423451,144.42730078643854,1,0,0,1
1.7000000000000002e-06,0.22294251517968303,20.908952958946333,144.80207310636655,1,0,0,1
1.7250000000000002e-06,0.24606842901215312,20.985747443441653,145.1777531010065,1,0,0,1
1.7500000000000002e-06,0.2694358151550306,21.062885605561252,145.55414853284356,1,0,0,1
1.7750000000000002e-06,0.2930523715772222,21.140343950441306,145.93104105204858,1,0,0,1
1.8000000000000001e-06,0.3169262132262274,21.218130874998216,146.3084326324039,1,0,0,1
1.825e-06,0.34106590429803063,21.296255227267338,146.68632526078514,1,0,0,1
1.85e-06,0.3654804937862953,21.374726341969613,147.0647209372832,1,0,0,1
1.8750000000000003e-06,0.3901795547271255,21.45355407977392,147.44362167532756,1,0,0,1
1.9000000000000002e-06,0.4151732276195211,21.532748870735404,147.82302950181116,1,0,0,1
1.925e-06,0.4404722685770838,21.612321762465182,148.2029464572167,1,0,0,1
1.95e-06,0.46608810285596264,21.692284473676626,148.58337459574463,1,0,0,1
1.975e-06,0.4920328845104748,21.772649453859394,148.96431598544243,1,0,0,1
2.0000000000000003e-06,0.5183195630550697,21.853429949960173,149.34577270833572,1,0,0,1
2.025e-06,0.5449619581640295,21.934640081101293,149.72774686056084,1,0,0,1
2.0500000000000003e-06,0.5719748436244678,22.016294922552913,150.1102405524991,1,0,0,1
2.075e-06,0.5993740419813374,22.09847503167222,150.49370692783617,1,0,0,1
2.1000000000000002e-06,0.627176531584896,22.181359453272886,150.87928045181593,1,0,0,1
2.125e-06,0.6554005680837515,22.264971451190643,151.26699618174823,1,0,0,1
2.15e-06,0.6840658228161512,22.349335845221812,151.65689015683964,1,0,0,1
2.1750000000000004e-06,0.7131935410593602,22.43447917493076,152.0489994370998,1,0,0,1
2.2e-06,0.7428067237289935,22.52042988719347,152.44336214425132,1,0,0,1
2.2250000000000003e-06,0.7729303369130113,22.607218551880205,152.84001750477037,1,0,0,1
2.25e-06,0.8035915546266972,22.694878111083245,153.23900589519585,1,0,0,1
2.2750000000000002e-06,0.8348200414498254,22.783444168571833,153.64036888985407,1,0,0,1
2.3e-06,0.8666482833429615,22.872955327794223,154.04414931115883,1,0,0,1
2.325e-06,0.8991119770565867,22.963453588864912,154.45039128265827,1,0,0,1
2.3500000000000004e-06,0.9322504913111219,23.054984817741715,154.85914028501415,1,0,0,1
2.375e-06,0.9661074165717682,23.147599304445215,155.27044321511414,1,0,0,1
2.4000000000000003e-06,1.0007312251015923,23.241317028250386,155.68410062204154,1,0,0,1
2.425e-06,1.0361771388009424,23.33618029919412,156.10002212275225,1,0,0,1
2.4500000000000003e-06,1.0725595041976066,23.43230882361808,156.5182452359433,1,0,0,1
2.475e-06,1.1099559545553102,23.529785744116463,156.93880852692806,1,0,0,1
2.5e-06,1.148455409822621,23.62870564538528,157.36175164893862,1,0,0,1
2.5250000000000004e-06,1.1881605046942183,23.729176988486586,157.7871153865466,1,0,0,1
2.55e-06,1.2291907295199438,23.831325258282234,158.21494170133604,1,0,0,1
2.5750000000000003e-06,1.271686556787235,23.935297096783426,158.64527377997334,1,0,0,1
2.6e-06,1.3158149580248333,24.04126582728613,159.07815608482906,1,0,0,1
2.6250000000000003e-06,1.361776927666314,24.149438985854857,159.5136344073198,1,0,0,1
2.65e-06,1.4098179805524587,24.26006882685964,159.9517559241503,1,0,0,1
2.6750000000000002e-06,1.460243190415646,24.373467369937185,160.39256925665077,1,0,0,1
2.7000000000000004e-06,1.5134394116676821,24.489813327070056,160.8346174078166,1,0,0,1
